pair_idx	answer_text	answer_text_idx	date	gender	match_id	opponent	player	question_text	question_text_idx	ranking	result	stage	tournament	tournament_type
1010_7	Yeah, I do.  I think every Grand Slam should have it.	1010_7.a	2007-09-03	M	1010	James Blake	Tommy Haas	Do you like the fifth-set tiebreaker as opposed to playing it out?	1010_7.q	10.0	1	4th Round	U.S. OPEN	Grand Slam
1010_8	Yeah, I think so.  It's something I have to improve in my game anyway.  Try to be aggressive from the baseline, every once in a while come in.  I feel like if I have a good look at the volley, I can make something happen.  Putting pressure on the opponent always is a good thing.	1010_8.a	2007-09-03	M	1010	James Blake	Tommy Haas	It is part of your game plan to approach shots to James' backhand side, get to the net.  Do you feel like you executed that?  Was it a big key?	1010_8.q	10.0	1	4th Round	U.S. OPEN	Grand Slam
1010_9	Sure.	1010_9.a	2007-09-03	M	1010	James Blake	Tommy Haas	James told us a moment ago that after he had his injuries and family tragedy, when he was making his comeback, that he looked at you or looked to you as kind of a role model or inspiration for making that work.  My question is, were you at all aware of what he was going through?	1010_9.q	10.0	1	4th Round	U.S. OPEN	Grand Slam
1010_10	No, of course.  I mean, you know, I appreciate his comments on that obviously.  It's a great compliment.  You know, I'm the same about him.  I mean, what he has done after his comeback, as well.  It's phenomenal. Both of us playing at this level again, playing in front of an unbelievable crowd.  I mean, it's as good as it gets for us.  I know one of us had to lose today.  I think we both can be very proud of what we've achieved after going through something I think many people can't imagine.	1010_10.a	2007-09-03	M	1010	James Blake	Tommy Haas	And did you have any feeling of empathy?	1010_10.q	10.0	1	4th Round	U.S. OPEN	Grand Slam
2788_0	No fatigue at all. Actually, it was a great start. Was one of the best tournaments I've had in the year, in Beijing. So definitely I'm feeling confident on the court. I'm trying to keep that going.	2788_0.a	2010-10-13	M	2788	Ivan Ljubicic	Novak Djokovic	I wanted to ask if there's any fatigue today coming off the victory Monday in Beijing?	2788_0.q	2.0	1	2nd Round	SHANGHAI ROLEX MASTERS	Masters 1000
2788_1	I mean, he's a big server. He always relies on that part in his game. When he needed to, he served well. Yeah, so there were some moments when I wasn't managing to take his serve. But I made that crucial break already on the start of the first set, which helped. And generally I neutralized his serve, which was very important today. I was looking for my chance in the rallies. I played well.	2788_1.a	2010-10-13	M	2788	Ivan Ljubicic	Novak Djokovic	It seemed like you didn't have too many problems out there today. What was the problem in closing out the first set? Was he playing particularly good defense?	2788_1.q	2.0	1	2nd Round	SHANGHAI ROLEX MASTERS	Masters 1000
2788_2	No, I've lost two challenges by very little in that match. I was happy to win at least one challenge (smiling).	2788_2.a	2010-10-13	M	2788	Ivan Ljubicic	Novak Djokovic	Talk about the challenge. Ivan made the ball outside the line, but the judge called it in. What do you think about that? Do you think it was out or on the line?	2788_2.q	2.0	1	2nd Round	SHANGHAI ROLEX MASTERS	Masters 1000
2788_3	All good. I definitely am satisfied with the performance, satisfied with my game, physical state, my condition. I'm playing well, moving well, motivated mentally, and full of energy. I'm hoping that it's going to stay that way. Obviously I'm playing doubles this tournament, something that I'm not kind of got used to doing in such a big events. I usually don't choose playing doubles. But I have chosen here. Got a little bit complicated with the schedule because of the rain and bad weather, so I have to wait for tonight to play an extra doubles match. Maybe it's going to take a little bit of energy. But still, you know, it's the same for everybody. I mean, I'm fit and I'm confident I can be ready for the next challenge.	2788_3.a	2010-10-13	M	2788	Ivan Ljubicic	Novak Djokovic	Last year for Beijing China Open and Shanghai Masters you played eight matches in 11 days. You said you felt exhausted after that. How do you feel after your first match here in Shanghai physically and mentally?	2788_3.q	2.0	1	2nd Round	SHANGHAI ROLEX MASTERS	Masters 1000
2788_4	I mean, as I said, I'm playing later in doubles. That's why I had to play one of the first matches. I mean, it didn't make any difference to me coming in later because, as I said, I didn't spend that much energy in Beijing. I won without dropping a set the whole tournament. I had two weeks between the Davis Cup semifinals and Beijing tournament, so I had enough time to rest and get ready.	2788_4.a	2010-10-13	M	2788	Ivan Ljubicic	Novak Djokovic	You arrived here late. Now you finished your match first out of the top four players. Are you happy to have an early win today?	2788_4.q	2.0	1	2nd Round	SHANGHAI ROLEX MASTERS	Masters 1000
2788_5	Well, a little bit of everything. I don't play doubles that often. Doubles is important, especially in the Davis Cup. You know, to get a little practice because it might be an option of me playing a doubles match in the finals. So I just wanted to get a little bit of doubles hours on the court.	2788_5.a	2010-10-13	M	2788	Ivan Ljubicic	Novak Djokovic	Why do you choose to play doubles matches here in Shanghai? Is it preparation for Davis Cup?	2788_5.q	2.0	1	2nd Round	SHANGHAI ROLEX MASTERS	Masters 1000
2788_6	I haven't seen Chinese players here playing. I just saw a little bit of the match Ljubicic played yesterday with the Chinese youngster. He played really well. I was surprised to see how many players are on the main draw from China. It's good, you know. Finally the country is getting some success and some players in the men's tennis. You deserve that because the country is very much dedicated to the sport, to the tennis, and they invest a lot in the tennis players. Last week in Beijing, I practiced many times with a 15-year-old, and there are a couple of other 15-, 16-year-olds, so tall, hitting the ball very well. You have the talent, you have the players. It's just now, you know, it's hard work that is in front of them.	2788_6.a	2010-10-13	M	2788	Ivan Ljubicic	Novak Djokovic	Last week in Beijing you spoke highly about one of the youngsters who practiced with you. How do you think about the Chinese male youngsters performance here?	2788_6.q	2.0	1	2nd Round	SHANGHAI ROLEX MASTERS	Masters 1000
2788_7	Davis Cup is a very unique competition where you get to feel the team spirit that you don't get to feel that often. We are individuals, so we mostly perform for ourselves. In Davis Cup, it's about the team, it's about supporting each other, winning for your country. That's why it's a big pleasure and an honor for me and for all my teammates playing in this competition. It's why we always try to give, you know, the last piece of energy for our country. It's been the best Davis Cup year ever in the history of Serbian tennis. We get to play finals at home. We hope that we'll have a full arena of support. It's very important. We are playing against France, who has much more success and tradition in this competition than us. Great players, but we're confident we can pull out the win.	2788_7.a	2010-10-13	M	2788	Ivan Ljubicic	Novak Djokovic	Obviously a Davis Cup semifinal win is a great victory for your country. You played Davis Cup one match after the US Open. Of course you were very tired. Can you talk through the Davis Cup semifinal for us now, your experience with your team.	2788_7.q	2.0	1	2nd Round	SHANGHAI ROLEX MASTERS	Masters 1000
670_0	I think it was -- okay, it was bad luck because I get match point from second serve and he return just fine from baseline.  But I don't know what's happened then. Okay, it was mistake I didn't give chance to play this point.  But then he play well.  Like by 5-4 he just hit from baseline so fast and I have no chance. Just I to try to fight just to get control from baseline.  But I play slow, pretty slow here.  That's why he gets every time coming to the ball and hitting ball make some winners coming to the net. I have no pressure to him.  He make pressure all match.  That's why he won in the five sets.  But normally should I know why the reason he play very fast in the first set and then second set and third like giving up two sets like this and then fighting start in the fourth set.  That's why it was already a little bit different.	670_0.a	2007-01-24	M	670	Tommy Haas	Nikolay Davydenko	There was very little in the match as far as stats are concerned.  Where do you think you lost it?	670_0.q	3.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
670_1	Not so much, just because like it was different game.  What was different between US Open and here.  Yeah, from my side, normally I need to play a little bit more faster.  I did so many mistake from baseline.  He beat me from baseline.  That's why I was surprising. I need now to more -- now, okay, take rest after Australian Open and just try to consideration for practice for my baseline control and a little bit play more faster, more confidence to get from baseline.  Today was different.	670_1.a	2007-01-24	M	670	Tommy Haas	Nikolay Davydenko	How disappointed are you?	670_1.q	3.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
670_2	Yeah.  He was get tempo, yeah, faster.  This was for me normally get no chance.	670_2.a	2007-01-24	M	670	Tommy Haas	Nikolay Davydenko	So it was to do with the tempo of the game.  He had a quicker tempo than you did?	670_2.q	3.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
670_3	I don't know who against he play.  Nadal or Gonzlez, and fighting the same.  Nadal play fast from one hand, and Gonzalez also play forehand fast. They both make good top spin from baseline.  Haas should be play if he get good serve and hitting few balls fast he get a chance to winning semis, but not like today, play good one set and then losing easy two sets try and then try to fight in the fourth.  Maybe a guy like Nadal doesn't give it.  Just trying to winning in the four sets.	670_3.a	2007-01-24	M	670	Tommy Haas	Nikolay Davydenko	How do you rate his chances in the semis?	670_3.q	3.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
670_4	Normally like I try to be risky.  I don't know why it's was -- should be try -- you know, I know why I did do mistake.  Normally I just return second serve back and then play from, you know, just play baseline. But at match point I want to make winner from backhand.  That's was my stupid mistake.  Because I didn't make in the match like I make no return winners in this point. That's why he hitting to the backhand top spin, and I try to push -- like losing a little bit ball, just try to hit long line.  It was stupid from my side.	670_4.a	2007-01-24	M	670	Tommy Haas	Nikolay Davydenko	What did you make of having Hawk-Eye available on a match point?	670_4.q	3.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
670_5	Because depends how I start to play tournament and how is my -- how I improve my game.  Normally, what I did in -- here in Australian Open I didn't something surprise myself.  I didn't something do well from my side.  My serve was not great. Okay, baseline, I always play baseline control.  I have guys three round is no special, not like fighting, winning in three sets.  And then Berdych playing in the fourth round was like fighting already.  Here in Australian Open just come, I don't know, like play only baseline and nothing else. That's was coming to quarterfinal but didn't improve anything.  Just every match think about what I did and what needed to for the next match, how I need to play.  I play every match the same, every round.  Nothing special.  I didn't improve anything in Australian Open for my side.	670_5.a	2007-01-24	M	670	Tommy Haas	Nikolay Davydenko	We're only at the start of a very long year.  Do you believe that as the year goes on you can genuinely bridge the gap between yourself and the top two?	670_5.q	3.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
670_6	Uh-huh.  I was surprising.  I think Haas coming crazy.  Speak by self in the match because nobody's talking.  He say something, talk, just he talk, he can't play in Australia anymore good and something like this. I was surprising what he talking about changing games.	670_6.a	2007-01-24	M	670	Tommy Haas	Nikolay Davydenko	Did you notice what Tommy was saying after the third set?  He was speaking to himself.	670_6.q	3.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
670_7	No.  Just only one time he talk too loud.  It was surprising.	670_7.a	2007-01-24	M	670	Tommy Haas	Nikolay Davydenko	Did that irritate you any in any way when you were sitting on your chair and heard what he said?	670_7.q	3.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
670_8	Maybe protect Top 10 is already good, you know, still from my side.  Like, okay, it's great if I do Grand Slam result like semifinal, quarterfinal, or final.  Then end of a year you just coming to Shanghai and you prove how you play Masters there and what I did.  I have Paris, and then I come from No.6 to No.3.  That's just one weekend only one tournament, and then you have big ranking.	670_8.a	2007-01-24	M	670	Tommy Haas	Nikolay Davydenko	Just on the rankings, it is important for you, do you believe to protect No.  3 and cut the gap between 2 and 3?	670_8.q	3.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
670_9	Yes.  It's coming contract I think after -- I think from next tournament, from Marseille.	670_9.a	2007-01-24	M	670	Tommy Haas	Nikolay Davydenko	Airness is French?	670_9.q	3.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
670_10	Happy, yeah.  I get clothes for free for three years.  Yeah, happy.	670_10.a	2007-01-24	M	670	Tommy Haas	Nikolay Davydenko	You are happy with that?	670_10.q	3.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
2597_0	Yeah, it's always tough first round of any slam. Yeah, probably a little bit more so because I had no idea really how he played either. So, yeah, did all the homework we could do before the match. Until you actually get out there, you never really know. So, yeah, he's a grinder. He was gonna hit a lot of balls back, and he served better than I thought he would. But I returned really well, especially at the start.	2597_0.a	2010-01-19	M	2597	nan	Lleyton Hewitt	Fair bit to be happy with that one.	2597_0.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_1	Yeah, it was tough. It was pretty cold, so it was really heavy conditions. It got heavier as the match went on. The balls were fluffing out quite a bit purely because of the conditions. I think they weren't flying that much, so it was actually hard to generate a lot of pace out there as well tonight.	2597_1.a	2010-01-19	M	2597	nan	Lleyton Hewitt	Conditions a little tricky out there?	2597_1.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_2	Yeah, well, if you get through, it gives you a little bit -- you get to bed and do all the rehab and physio and treatment and all that stuff a little bit earlier. But, yeah, I didn't have any say. It was whenever I was gonna be on, so...	2597_2.a	2010-01-19	M	2597	nan	Lleyton Hewitt	For the night session, you happy to play earlier?	2597_2.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_3	Um, yeah. I've been hitting the ball pretty well, you know. Throughout last year and at Wimbledon I hit the ball extremely well and made a good run there. I had to knock off Del Potro, and a month later he wins the US Open. So, yeah, my ball-striking has been pretty good. Ever since I came back from hip surgery, it's more the confidence in moving and getting into the right position to do it. Yeah, obviously you're gonna be a step up every round, though. You're gonna play more quality opponents, and you still gotta be able to strike the ball and get in position a lot better than against a guy like tonight.	2597_3.a	2010-01-19	M	2597	nan	Lleyton Hewitt	You seemed to hit the ball really cleanly in Perth and tonight. Can you compare it with any other point that you've hit the ball this well consistently?	2597_3.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_4	No, I'm hitting the ball all right at the moment, so just keep it going.	2597_4.a	2010-01-19	M	2597	nan	Lleyton Hewitt	You feel like you're hitting it as well as you ever have?	2597_4.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_5	Yeah, absolutely. I would love to win it. It's never gonna be easy. Obviously it's a tough tournament to win. Any Grand Slam is tough. You need a little bit of luck. You gotta play well in the right matches. Yeah, we'll see what happens.	2597_5.a	2010-01-19	M	2597	nan	Lleyton Hewitt	You said after the match you always aspired to win this tournament. Does it still have a real burn for you after getting so close a few years ago?	2597_5.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_6	Yeah, I'm used to it by now. Doesn't worry me too much. I played enough big matches in Davis Cup, and I've sort of had that thrown on me at a young age. Playing Davis Cup for Australia, there's a lot of expectation. Yeah, that was instilled in me at a young age by Newc and Rochey and those guys. I had to learn to deal with it.	2597_6.a	2010-01-19	M	2597	nan	Lleyton Hewitt	Obviously always had a fair bit of expectation on you, too. Are you ready for that to start growing?	2597_6.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_7	It doesn't fuss me.	2597_7.a	2010-01-19	M	2597	nan	Lleyton Hewitt	Do you like it?	2597_7.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_8	Yeah, there's a lot guys that are ahead of me on ranking that I think I can take care of. But, um, a lot depends on the how many tournaments you play and your priorities as well. My priority is not a whole heap based on rankings anymore. My priority is mainly on getting my body ready and mentally and physically being as ready as possible for the four majors. That's what I pride myself on. Obviously wanted to come into this tournament this year seeded, though. Purely -- it's a lot tougher if you're not seeded, like last year coming off hip surgery and drawing a guy like Gonzlez. So, yeah, I did all the right things to do that this year. Yeah, if you play well in the slams and the big tournaments, your ranking is gonna take care of itself anyway.	2597_8.a	2010-01-19	M	2597	nan	Lleyton Hewitt	Being ranked 22 at the moment and playing the way you are, you have a look at those guys underneath you working down to No.1. Do you see some names there that you think, Well, you know, we can knock over a few of those and see where you're gonna end up in the not too distant future?	2597_8.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_9	Yeah, it's not something I've really thought about too much. Where I am at the moment, I was never gonna meet the 1 to 8 guys anyway in the third round. That was always gonna be in the round of 16 anyway, which is the same as if you were 9 to 16 in the seedings. So, yeah, from 9 to 16, 17 to 24, that's not a huge difference.	2597_9.a	2010-01-19	M	2597	nan	Lleyton Hewitt	Is that the next aim, to get back inside that top 16, that next level?	2597_9.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_10	Yeah, I've always been one to, yeah, try and do all the rehab and get the right treatment and everything. Not cut corners anyway, you know, any time in my career. But you probably do it a little bit more nowadays, especially after having a surgery and stuff like that, just to stay on top of things a little bit more. You probably take it for granted a little bit when you're 18, 19, you know, to probably 22, 23. So, yeah, probably trying to take care of your body a little bit better.	2597_10.a	2010-01-19	M	2597	nan	Lleyton Hewitt	Can you talk a little bit about how much you have to recover from these games these days in contrast to previous years?	2597_10.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_11	Yeah, I won Wimbledon without it.	2597_11.a	2010-01-19	M	2597	nan	Lleyton Hewitt	Where is the cap this year, the baseball cap? Is that something new this year?	2597_11.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_12	Um, yeah, I don't know. Probably couldn't find one in my bag, so...	2597_12.a	2010-01-19	M	2597	nan	Lleyton Hewitt	But it's been constant for a long time. Is it just a constant thing that you've chucked it away this year?	2597_12.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_13	Yeah, both slightly different players, depending on who I play. Played both of them last year. Played Rochus indoors in Memphis in the quarterfinals there, and played pretty well. Knocked him off comfortably. But, yeah, he's always gonna bring his A game pretty much every time, and you pretty much know what to expect with him. He's a good competitor and he doesn't give you any cheap points. You've gotta go out there and beat him. He won't beat himself. Donald Young is probably a lot more naturally talented and he's definitely a lot more of a shot-maker and probably likes the big occasion a little bit more. I played him in Washington. He's a bit of an up-and-down player. As I said, he can hit a lot winners, but he can make some unforced errors as well. There's been big tickets on Donald for, yeah, quite a number of years now. Yeah, by him qualifying and starting to make it through into some of these Grand Slams, he's obviously starting to fulfill that potential.	2597_13.a	2010-01-19	M	2597	nan	Lleyton Hewitt	What about the next opponent. I haven't seen the score, but Donald Young, how do you match up with him and potentially Rochus?	2597_13.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
2597_14	Well, I don't know enough since I last commented, so there's no point really going into it right at the moment.	2597_14.a	2010-01-19	M	2597	nan	Lleyton Hewitt	Just to get your thoughts on the current state of Australian tennis at the moment, obviously there's some talent coming through. You've made some comments in the past about the leadership of the game and the direction it's going. Do you see any progress or development since you last commented on that?	2597_14.q	22.0	1	1st Round	AUSTRALIAN OPEN	Grand Slam
1196_0	Yeah.  I don't know if you can put my serve and Andy's serve in the same sentence and keep a straight face, but I played well and served well.  That's pretty important on these courts. I mean, obviously Andy does it pretty often.  That's why I think he's the second best grass court player in the world. For me to have a good serving day is going to make my job a lot easier, make me be able to swing a little freer, especially on my forehands, go after it, feel comfortable on the other guy's serve, which I did today.  Four or five times I broke him.  It's a good feeling.	1196_0.a	2007-06-26	M	1196	Igor Andreev	James Blake	You and Andy coming out smoking serves first round.  I guess that's what you want to do here.	1196_0.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_1	Yeah, it was a great win.  I felt like it was a tough draw to start out with.  Andreev is an excellent player, huge forehand, big serve.  Not ideal to play him first round.  But to get through it is a really good feeling, especially since I maybe got a little tentative towards the end and he fought back and started going for broke and things were going in, which can be dangerous. It can be a time where the guy starts going for broke, making a lot of shots, and before you know it, you're back in a dogfight.  I managed to kind of steady myself, keep going after my shots, play well. To have a win like that is a really great feeling.  Like you said, there have been some early exits.  I don't let those get to me.  I know a lot of those were one or two points here and there.  Those matches can go against you in a hurry, but they can start going with you in a hurry and get on a roll. Before you know it, you're right back where you were or even more confident hopefully.	1196_1.a	2007-06-26	M	1196	Igor Andreev	James Blake	You've had some disappointing early exits this year.  Can you put this into perspective, how much it means to get this out of the way, get it done in quick fashion?	1196_1.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_2	I am.  Four wins in a row, I believe.  I'm pretty happy about that.  I was hearing too much from Mardy Fish about the fact they lost that series to the Twins.  I stayed away from him for a couple days because I knew it was coming.	1196_2.a	2007-06-26	M	1196	Igor Andreev	James Blake	Are you following the Mets from afar?	1196_2.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_3	Yeah.  It helped when I saw Roddick versus Gimelstob first round.  I knew we couldn't go.  I was safe (laughter). But, yeah, I mean, obviously the surface plays more into our styles.  Most of us grew up playing a little more aggressive, going for your shots, ending points a little quicker.  It plays more to our strengths.  I have a feeling we tend to perform better here. We're showing it so far.  I think we got a long way to go to appease the American public's ideas of what it takes to have a good American tennis scene right now.  I think it's pretty darn good with two players in the top 10, Andy being the third seed here, got the Bryans as a top seed.  We're still in the Davis Cup. I think tennis in America is doing great.  It was one of those coincidences or bad luck incidents where we had everything go wrong at the French Open.  I just hope that doesn't happen again for a long time, especially as long as I'm playing.	1196_3.a	2007-06-26	M	1196	Igor Andreev	James Blake	If I remember, after that day in Paris when all the Americans lost, you said, I guarantee we won't go 07, 08 at Wimbledon, and obviously that is correct.	1196_3.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_4	Exactly.  I can only speak about what's going on in my head, on my side of the coin.  But I think having two pretty big stars in the sport of tennis from any one country is a big deal with how globalized it's become. Last year at Shanghai, there were only two countries that had two players in the Masters Cup:  Us and Spain.  It seems like there really aren't very many countries that can say they have two top 10 players, top 20 players even, because the sport has become so global, it seems like it's happening in every sport, in terms of basketball. We had an MVP of the finals from France, an MVP of the season from Germany, last two MVPs from Canada.  Things are changing.  In baseball, there's so many more Dominicans.  There's so many Latin players.  It just becomes tough for any one country to dominate. In years past, in generations past, to have Sampras, Agassi, Chang, Courier, it was so dominant that every American tennis fan would just turn on the TV the second weekend of a Grand Slam, and you know you're going to see at least one of them. You can't do that any more.  Just about the only person you can be pretty sure of seeing is that Swiss guy, and he's going to be there the second Sunday it seems like the last eight. It's pretty tough unless you're from Switzerland to say you have a star that's guaranteed to be there every second week.  But having two guys that have the chance to get there, I think we're in pretty good shape.	1196_4.a	2007-06-26	M	1196	Igor Andreev	James Blake	Could you expand?  One of the great problems I think the media finds is there's no American star except for you two.  There's baseball, football, basketball.  Do you think there needs to be a greater presence?  You can only play your own game.	1196_4.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_5	No.  I get it from my tennis group, from Brian and Mark Merklein.  My game took a little longer to develop than other guys who came out at 17, 18, swinging for the fences, it was all going in. For me it took a while, some trial and error, some bad losses, some good wins, some things happening until I figured out my game.  My game is one that's pretty aggressive and it's one that can be pretty hit or miss. With that being said, there are times when I'm going to seem like I have some bad losses, but I have to play that way because I can't guarantee any match I'm going to win.  I can't go out and just push and assume I'm going to win. So my best way, my best chance to win, is playing sometimes lower percentage tennis, but the kind of tennis that I'm best at.  Those are the chances -- that's the only way I'm going to be able to play and get on, like you said, a streak.  That's the only way I'm going to be able to go deep in a major, go deep in a Masters Series. When I do that, I'll look back and say, All those losses were worth it or everything was worth it, because I have to play that way.  I'm not going to win just staying six feet behind the baseline and just retrieving balls.  These guys out here are way too good.  They push me around too easily.  I need to be the one attacking. That hopefully will turn into a streak sometime.  If it doesn't, I know I did my best and that's why I don't come in here and hang my head too much.  I don't come in here and say what could have been or what should have been.  I know that's the best chance I have.  If I don't have it that day, I don't have it that day.  If the other guy plays too good, he plays too good. I beat myself up in the locker room a little bit, but what can you do?  I'm not going to complain about the talent I have or anything like that.  I do my best with what I was given.	1196_5.a	2007-06-26	M	1196	Igor Andreev	James Blake	You're a guy looking for a streak.  As you search for that, have you had to find your own way?  Have you sat down with Brian and tried to talk it out?  Are you leaning on other people outside your tennis group to find that secret?	1196_5.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_6	More popular?  I'd love to see it on TV more.  I think if people got to know us a little better, the stories that are out here on tour are just incredible.  I'm going to make an ingratiating plug to myself saying I'm coming out with a book because I have a story.  July 10th it's coming out in case anyone's wondering. Literally, everyone in the locker room could write a book.  The more you get to know some of these guys, the more you're impressed with what they've gone through to get to this level.  There's almost no one out here that it was just smooth sailing all the way through.  Like, Okay, I did great in juniors, I came to the pros, did great in the pros, now I'm going towards the middle of my career, everything has gone smoothly. There's ups and downs in everyone's career.  There's situations where they could have gone the other way.  They could have been broken down a little bit.  But to get here and stay here, it's not easy.  All these people, if they could hear those stories more often and appreciate how hard it was for all these guys to get here, how hard they're working every day. Maybe just if it's on TV more they'll have chances to see maybe how hard the guys train, maybe get inside their lives a little bit more and just understand the difficulties people go through. I'm not going to sit here and try to get you guys to tear up with we've got tough lives or anything, but we worked hard for what we got.  It's something that I think fans would appreciate a lot more.  Once you get fans, they're going to get out there and play a little more.  The more they get out there and play, the more they're going to appreciate the tennis that we're playing. I think if we could just get it on TV a little more, get ourselves out there, would be the best thing.	1196_6.a	2007-06-26	M	1196	Igor Andreev	James Blake	Putting aside the question of the level of success of American tennis, if there were one or two things you could do to make it even better, more popular, what would that be?	1196_6.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_7	I'm the author.	1196_7.a	2007-06-26	M	1196	Igor Andreev	James Blake	How are you involved in the book?	1196_7.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_8	I wrote a lot of it.  Andrew Friedman was with me, and he did the actual editing.  He did the writing.  It was my thoughts with his grammatical skills and his editing, his putting it into a story that would probably be better. Basically he's a better storyteller.  He told the story a lot better than I would have been able to from what I told him. We're both excited about it coming out.  I can't wait.  It's going to be something that's interesting because I'm used to a life where you go out, you win, you lose, you answer questions based on that.  Some people care, but most people just care if you win or lose. They don't care how you got there, what happened before, what happened the night before, anything like that.  This is kind of my story.  To see if people are really interested in what's happened to me the last few years.	1196_8.a	2007-06-26	M	1196	Igor Andreev	James Blake	Did you sit down and write it?	1196_8.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_9	Sort of.  I don't obviously have the time to just go on a full-fledged book tour.  I'm going to do some signings in New York right after Wimbledon.  I'm going to try to incorporate it with most of the tournaments, going out to L.A. playing there, I'll do some book signing. Same with Indianapolis, at the US Open, at the Pilot Pen.  So I'll could a lot of book signings and things.  I can't obviously do just a full-fledged book tour unfortunately.  But I'm going to do everything I can for promotions.  I'm going to be on a lot of the kind of talk shows and things like that in the States hopefully promoting it.  We'll see if it sells a few.	1196_9.a	2007-06-26	M	1196	Igor Andreev	James Blake	Are you going to make a tour?	1196_9.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_10	I think he's going to break it.  I think he's going to go down as the greatest home run hitter ever, obviously.  Unfortunately for him I think a lot of the fans, the media as well, is going to wonder if there should be an asterisk there. It's unfortunate.  It's really unfortunate for him if he is clean.  If he's not clean, it's really unfortunate for the game.  So that's kind of the way I look at it.	1196_10.a	2007-06-26	M	1196	Igor Andreev	James Blake	You mentioned you're a Mets fan.  Are you also following Barry Bonds' home run chase?	1196_10.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_11	I think just over 200 pages.  Hopefully it's not as rambling as most of my interview answers are.  That's what Andrew is there for.  He could cut me off if he needed to.	1196_11.a	2007-06-26	M	1196	Igor Andreev	James Blake	You're known for some rather lengthy interview transcripts, which we all enjoy by the way.  How long is your book?	1196_11.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_12	Yeah, well, I think first and foremost, the line should be that my book stays in the non-fiction section.  That for me is one thing that was important to me. Otherwise, yeah, I really do think things that happen in the locker room, stories that we do tell, like I said, I have a million stories about tons of guys in the locker room, and most of them are very impressive.  Most of them I would love to share, but I would never do it unless they shared it. If some of these guys want to tell you their stories then that's up to them.  It's not anyone else's business to go out and tell stories about other people.  That's why my book is about me and my family.  Everyone that's in the book, every interview that was done by Andrew, with all my friends, were consented to.  There's nothing in there that someone is going to come out and be -- hopefully not -- going to be upset about, saying, I didn't say that; I didn't do that. Hopefully there's no controversy whatsoever because I didn't bring locker room stuff into it.	1196_12.a	2007-06-26	M	1196	Igor Andreev	James Blake	Last year you were critical of Vince Spadea in terms of his revealing locker room information.  Did you reflect on that issue, how much athletes should reveal, where the line is?	1196_12.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
1196_13	Breaking Back.	1196_13.a	2007-06-26	M	1196	Igor Andreev	James Blake	What's the name of it?	1196_13.q	9.0	1	1st Round	WIMBLEDON	Grand Slam
